SENTENCE,R1,R2,R3,LABEL
Cerebral lipiodol embolization is a potential neurologic morbidity associated with interventional lymphatic procedures.,1.0,1.0,1.0,1
"""Compared with Etp-sol, Etp-oil delivered significantly greater amounts of etoposide and for a longer period to the omentum, taken as representative of the intraperitoneal tissue, and the etoposide concentration in blood plasma was increased more slowly and decreased more gradually.""",-1.0,-1.0,0.0,-1
One using the liver contour as a surrogate for the target and second aligning only to the radio-opaque retained ethiodized oil of the treated lesion,0.0,0.0,0.0,0
"""The embolization group had a mean reduction in blood loss of 40.7% (P = 0.035), reduction in units of blood administered of 75% (P = 0.021), and reduction inÂ daysÂ of hospitalization of 44.7% (P = 0.014)""",1.0,0.0,0.0,0
BACKGROUND: Tumor response and survival varies in patients treated with transarterial chemoembolization (TACE) for intermediate stage hepatocellular carcinoma (HCC) and may be associated with several factors,0.0,0.0,0.0,0
"""He had nonalcoholic steatohepatitis-related cirrhosis, and underwent radiofrequency ablation and transhepatic arterial chemoembolization therapy for hepatocellular carcinoma of S4/S8 and S2""",0.0,0.0,0.0,0
"""The effects of acyclic retinoid, lipiodol-iodine-131 and tumor vaccine treatment were promising but require further study""",-1.0,0.0,0.0,0
MATERIALS AND METHODS: One hundred and three patients with disseminated inoperable colorectal liver metastases received intra-arterial chemotherapy with 5-FU and granulocyte-macrophage colony-stimulating factor (GM-CSF) plus chemoembolization via an angiographically positioned hepatic artery catheter,-1.0,-1.0,0.0,-1
The MTD was defined as the dose closest to that causing dose-limiting toxicity (DLT) in 20% of patients,0.0,1.0,1.0,1
BACKGROUND: Transarterial chemoembolization (TACE) is recommended as the standard care for unresectable hepatocellular carcinoma (HCC) at Barcelona Clinic Liver Cancer (BCLC) stage A-B,0.0,0.0,0.0,0
"""For the radiologists, 22 measurements were carried out at the level of the thorax and six on their index fingers nine measurements were carried out at the level of the thorax for the technologist and four at the level of the thorax for the stretcher bearer""",0.0,0.0,0.0,0
OBJECTIVE: To construct a predictive model for pain in patients undergoing hepatic arterial chemoembolization (TACE) in interventional operating room,0.0,0.0,0.0,0
"""In cases where the bleeding vessel is known and an emergency thoracotomy can serve as a backup, embolisation by interventional radiology should be considered the initial treatment approach.""",0.0,0.0,0.0,0
"""RESULTS: Sorafenib uptake within liver tumor and nontumorous liver tissue peaked at mean 3.53 and 0.75 Î¼g/mL, respectively, immediately post-procedure (5:1 tumor to normal tissue drug uptake ratio), before decreasing with a 10-18 hour half-life""",0.0,0.0,0.0,0
A number of RBC units transfused greater than or equal to 3 were associated with poorer clinical success (pÂ =Â 0.025) and higher mortality (pÂ =Â 0.03),0.0,0.0,1.0,1
INTERVENTIONS: A 1110-MBq dose of (131)I-lipiodol was administered into the hepatic artery using the Seldinger technique,0.0,0.0,0.0,0
Transcriptional profiling (RNA-seq) resulted in the identification of 4387 differentially expressed genes between Oncopig fibrotic and control livers,-1.0,-1.0,-1.0,-1
"""Hepatic arterial chemoembolization seems to be a useful method for treatment of high-risk hepatocellular carcinoma cases, which can induce responses, even in metastatic patients refractory to standard systemic chemotherapy""",0.0,0.0,0.0,0
"""CR and PR were observed in 8 patients (27%) and 4 patients (13%), respectively, and the overall response rate (CR + PR/all patients) was 40% (12/30)""",0.0,0.0,0.0,0
The glue casts were extruded in 18 patients (12.1%) after one week and in 64 patients (42.8%) after two weeks,0.0,0.0,0.0,0
N-butyl cyanoacrylate was also found to cause more venous sclerosis and hepatotoxicity than control (p<0.05),1.0,1.0,0.0,1
"""METHODS: From January 2016 through December 2023, 85 patients with advanced hepatocellular carcinoma were enrolled in this retrospective study""",0.0,0.0,0.0,0
The therapeutic and adverse effects were compared using Fisher's exact test and multivariate logistic regression,1.0,1.0,1.0,1
"""In absence of well-designed randomized-controlled trials, the decision on whether use DEB-TACE or cTACE is still controversial.""",0.0,0.0,0.0,0
The objective of this study was to evaluate the effects on the histopathologic findings of directly injected lipiodol into lung and to identify the existence of remaining lipiodol in the lung according to the follow-up time,0.0,-1.0,0.0,-1
"""CONCLUSION: Outpatient ultrasound-guided LipiodolÂ® HSG was safe, with pregnancy rates comparable to previous studies of fluoroscopic guidance""",1.0,1.0,1.0,1
The 3-and 5-year OS for the TACE-IFN-Î± group were significantly longer than those of the TACE group (P < 0.05) and the recurrence rate was significantly lower (P < 0.05),0.0,0.0,0.0,0
"""Based on these results, it can be concluded that PEGylated PEIs (based on the lipiodolized emulsion system) hold a promising potential for local gene delivery in vivo.""",-1.0,-1.0,-1.0,-1
"""CONCLUSION: The damage to the vascular wall caused by NLE112 was milder than that by NL11, implying the adverse effects of NLE112 are within tolerable limits.""",1.0,1.0,-1.0,-1
 implying the adverse effects of NLE112 are within tolerable limits.,,,,1
Patients in two groups (groups A and B: n = 29) were each given an intravenous injection of 10 units of insulin and 1 mg glucagon every 12 hours for 1 week after Lipiodol-targeted chemotherapy,0.0,0.0,-1.0,0
MATERIALS AND METHODS: Prophylactic intraoperative AAA sac embolization was performed in 24 patients with an infrarenal neck angulation > 60Â° (n = 16) or AAA sac diameter > 60 mm (n = 17),0.0,0.0,0.0,0
" serum AFP levels dropped rapidly in eight of the nine patients who had an elevated initial level of more than 500 ng/ml""",0.0,0.0,0.0,0
METHODS: Patients with unresectable HCC who failed 1 or 2 courses of TACE were eligible for this study,0.0,0.0,0.0,0
The lipiodol-washout ratio between 1 week and 4 months after cTACE correlated with the arterial flow reduction ratio by lenvatinib prior to TACE (r = -0.55),0.0,0.0,0.0,0
Chylous ascites is a rare clinical condition that occurs as a consequence of disruption of the abdominal lymphatics,0.0,0.0,0.0,0
CONCLUSION: The authors believe the use of iotrolan is preferable to that of ethiodized poppy-seed oil.,0.0,0.0,0.0,0
"""Chest CT scans revealed linear high-density shadows, suggestive of lipiodol retention in both lungs of all patients""",1.0,0.0,1.0,1
The present paper reviews several studies performed between 1977 and 1986 in Singapore on the 10-year survival outcome of treatment for stage I and II hepatocellular carcinoma (HCC),0.0,0.0,0.0,0
"""Before the first chemoembolization, the patients had a median Child-Pugh score of 6 (5-7) and a median MELD score of 10 (6-21)""",0.0,0.0,0.0,0
"""A prospective, randomized study of 60 patients undergoing sialography was conducted to compare Lipiodol Ultra Fluid (UF) (Ethyl diiodostearate, May & Baker Ltd), with Urografin 290 (meglumine diatrizoate 52.1% w/v and sodium diatrizoate 7.9% w/v, Schering)""",0.0,0.0,0.0,0
METHODS: The retrospective study included 21 children with 47 episodes of active gastric variceal bleeding who were treated by endoscopic injection of N-butyl-2-cyanoacrylate at Asan Medical Center Children's Hospital between August 2004 and December 2011,0.0,0.0,0.0,0
"""The ROC curve demonstrated that the AUC was 0.902, the sensitivity was 84.3%, and the specificity was 87%""",0.0,0.0,0.0,0
RESULTS: A total of 79 patients were recruited for this study: 38 in the HAIC group and 41 in the TACE group,0.0,0.0,0.0,0
We report a case in which iodinated oil (lipiodol ultra-fluid (UF)) leaked from an iatrogenic perforation of Stensen's duct and constituted a foreign body in the cheek,1.0,1.0,1.0,1
The patients were assigned to receive either combined transarterial epirubicin (50 mg/m(2)) plus cisplatin (60 mg/m(2)) chemo-lipiodolization and systemic 5-fluorouracil (200 mg/m(2)) chemo-infusion (ECF regimen) at monthly intervals (n=80) or conservative management (n=23),-1.0,-1.0,-1.0,-1
"""The clinical and imaging effect was evaluated at follow-up examinations with a pain score scale and use of analgesics, hypoattenuating areas, tumor size, and ossification""",0.0,0.0,0.0,0
This study describes and compares liver/biliary injuries encountered with TACE in tumours developed in cirrhotic (hepatocellular carcinoma (HCC)) and non-cirrhotic (endocrine tumours (NETs)) livers,1.0,0.0,1.0,1
"""By thoracic duct outlet reconstruction combined with other treatments, 16 patients were cured and the ascites of another 3 patients were controlled""",0.0,0.0,0.0,0
"""CONCLUSIONS: Targeted transarterial sorafenib delivery is feasible and results in higher tissue drug levels than reported for systemic sorafenib therapy, without immediate histopathologic tissue toxicity""",1.0,1.0,1.0,1
"""One of the most frequent urological complications is lymphocele, which can appearin up to 20% of patients""",1.0,0.0,0.0,0
 which can appear in up to 20% of patients,,,,1
Plots of the outcomes versus the pre-embolization liver function tests and sensitivities and specificities were used to identify the strength of the associations for prediction purposes,0.0,0.0,1.0,0
Postembolization pain is a significant complication and poses a continuing challenge to the physician with regards to patient management.,1.0,1.0,1.0,1
