SENTENCE,R1,R2,R3,LABEL
We here report a 49-year-old man with RRMS who developed severe diarrhea and weight loss six months after starting teriflunomide and eventually was found to have multiple ulcers and inflammatory changes consistent with Crohn's disease,1.0,1.0,1.0,1
RESULTS: Following the addition of MITX to IFNbeta-1b mean enhancing lesion frequency decreased 90% at month 7 (P = 0.008) and enhancing lesion volume decreased by 96% (P = 0.01),0.0,0.0,0.0,0
"""To improve treatment during sepsis, a potential therapeutic target may be to reduce the vascular leakage""",0.0,0.0,0.0,0
"""Over 6.5Â years, the risk of requiring a walking aid confirmed for â‰¥24Â weeks was 34% lower among those who initiated OCR earlier versus delayed treatment (average hazard ratio [HR] DBPÂ +Â OLE 0.66, 95% confidence interval [CI] 0.45-0.95",0.0,0.0,0.0,0
"""Therefore, the laboratory data of nine patients with MS receiving fingolimod treatment for more than 2â€¯years were retrospectively collected""",0.0,0.0,0.0,0
"""When patients with rheumatic or other immune-mediated diseases develop acute or chronic neurologic problems, several etiologic possibilities need to be considered""",1.0,0.0,0.0,0
"""Samples were obtained from the patients before the beginning of CP therapy, 4-5 times during the course of treatment, and, finally, 2 or 3 months after the completion of therapy""",0.0,0.0,0.0,0
The role of nurses in educating patients about the effective use of this new MS therapy is discussed.,0.0,0.0,0.0,0
We present a 43-year-old woman with relapsing-remitting multiple sclerosis (MS) who developed lupus syndrome after 32 months of IFN-beta-1a therapy,1.0,1.0,1.0,1
Antibiotic treatment increases survival in untreated as well as FTY720-treated animals to a similar extent,-1.0,-1.0,-1.0,-1
"""DATA EXTRACTION: Since trials evaluating subcutaneously administered interferon beta are sparse, clinical trials evaluating intrathecal IFN beta ser were included, as was toxicology information from the oncology population""",1.0,0.0,0.0,0
PURPOSE: FTY720 is a novel immunosuppressive agent that is thought to reduce the number of peripheral blood lymphocytes (PBL) by directing them toward secondary lymphoid organs such as the lymph nodes and Peyer's patches,0.0,-1.0,-1.0,-1
The primary aim of this study was to rigorously investigate the effect of fingolimod on Tregs in a mouse model of brain ischaemia,-1.0,-1.0,-1.0,-1
"""Five years later, leukopenia developed and resolved after interferon was discontinued MS treatment was changed to copolymer-1""",1.0,1.0,1.0,1
BACKGROUND: Multiple sclerosis patients who discontinue using natalizumab are at risk of a rebound in disease activity,0.0,1.0,1.0,1
"""In 1994 recommendations were published for the selection of relapsing-remitting patients for treatment with interferon beta-1b furthermore, large and well performed clinical trials demonstrated that interferon beta-1a and copolymer-1 are also partially effective, though not curative, for these patients""",0.0,0.0,0.0,0
"""Here, we showed that oral administration of fingolimod ameliorated the impairment in object recognition memory and associative learning in mice injected with amyloid Î²""",-1.0,-1.0,-1.0,-1
"""For Year 2 (Y2), patients originally randomized to placebo were re-randomized to peginterferon beta-1a every 2 weeks or every 4 weeks""",0.0,0.0,0.0,0
"""In a 4-year period from January 2008 to December 2011, approximately 550 patients annually were undergoing treatment with anti TNF-alpha inhibitors in our department""",0.0,0.0,0.0,0
"""Here, the therapeutic potential of CKD-506, a novel HDAC6-selective inhibitor, against MS was evaluated in mice with myelin oligodendrocyte glycoprotein35-55 (MOG35-55)-induced experimental autoimmune encephalitis (EAE) under various treatment regimens""",-1.0,-1.0,-1.0,-1
"""INTRODUCTION: Vaccination against the coronavirus disease 2019 (COVID-19) is recommended for patients with multiple sclerosis (MS), neuromyelitis optica spectrum disorder (NMOSD), and myelin oligodendrocyte glycoprotein antibody-associated disease (MOGAD)""",-1.0,-1.0,0.0,-1
"""NF-E2-related factor (Nrf) 2 protein, a transcription factor crucial for MRP1 gene expression, was similarly increased in the kidneys of both strains of mice after NaAs treatment""",-1.0,-1.0,-1.0,-1
We re-tested IgG-VZV in the same laboratory after a mean time of 2.42 years from Fingolimod therapy start,0.0,0.0,0.0,0
Neither MS itself nor early pregnancy use of DMTs overall seems to be associated with a substantial risk of adverse pregnancy outcomes.,1.0,1.0,1.0,1
"""Pool 2 comprised 2338 patients who received teriflunomide treatment in the above trials, including those continuing in extension studies, with a duration of treatment up to 12 years, representing >6800 patient-years""",0.0,0.0,0.0,0
"""Predictors of a higher relapse rate in the first year were: younger age at fingolimod cessation, higher relapse rate in the year prior to cessation, delaying commencement of new therapy and switching to low-efficacy therapy""",1.0,1.0,0.0,1
"""For each dose, MSC-NP cells were cultured from autologous MSCs and tested for quality control before intrathecal administration""",-1.0,0.0,-1.0,0
Lower baseline biomarkers macrophage inflammatory protein-1-alpha and interferon-gamma-induced protein 10 were associated with galunisertib benefit,-1.0,-1.0,-1.0,-1
"""To date, eight drugs have entered or completed phases II and III clinical trials, four of which are oral drugs""",0.0,0.0,0.0,0
"""On day 120 after BMT, the clinical score of the Conditioning group showed no significant difference from that of the EAE control group, whereas BMT led to a further amelioration of the disease score""",0.0,0.0,0.0,0
"""Both prospective pregnancy data, reported prior to knowledge of pregnancy outcome, and retrospective data were included""",0.0,1.0,1.0,1
"""Infections occurred in 26% of patients, mainly as urinary tract infections (22%) and one fatal case of West Nile encephalitis in a patient with grade 3 lymphopenia, who had been on DMF for 5 months""",1.0,1.0,1.0,1
"""Before starting Fingolimod, patients' immunity to varicella zoster virus (VZV) needs to be assessed and seronegative patients vaccinated""",1.0,0.0,0.0,1
METHODS: Randomized controlled trials (RCTs) on MS were systematically searched in PubMed and Cochrane Central Register of Controlled Trial,0.0,0.0,0.0,0
CONCLUSION: These preliminary findings suggest that transition to DRF from OCRE may be an effective treatment option for people with RRMS who are clinically stable but may need to switch for reasons unrelated to effectiveness,0.0,0.0,0.0,0
We describe an atypical case of intracerebral plasmacytic lymphoproliferative disorder in a 47 years old patient on fingolimod,1.0,1.0,1.0,1
The novel immunomodulator FTY720 is an effective immunosuppressive agent in experimental models of transplantation and autoimmunity and is currently undergoing phase III clinical trials for multiple sclerosis,0.0,0.0,0.0,0
"""FAE were introduced as a systemic psoriasis treatment in 1959 and empirically developed further between 1970 and 1990 in Germany, Switzerland, and the Netherlands""",0.0,0.0,0.0,0
Antiretroviral activity and antitumor activity were seen only in patients with normal initial beta 2-microglobulin levels,0.0,0.0,0.0,0
"""Similar results, and with a greater extent, were obtained when treating patients with a first demyelinating event suggestive of MS""",0.0,0.0,0.0,0
There were fewer circulating endothelial progenitor cells in the DOCA+FTY720 group but more in the DOCA group compared with the control group,-1.0,-1.0,-1.0,-1
"""Cytomegalovirus reactivation was detected in another patient who had also received corticosteroids for 15Â days, causing a congenital infection in her newborn""",1.0,1.0,1.0,1
"""We consider the potential for an increased risk of developing a poorer-prognosis breast cancer as a result of concomitant immunomodulatory effects of the previous MS treatment, particularly the effects the drugs are reported to have on regulatory T cells, and therefore present these cases and a review of the current literature""",1.0,1.0,1.0,1
"""Using ATT doubly robust weighting estimator, FTY versus NTZ and DMF versus NTZ had an odds ratio of 2.00 (95%CI:[1.41-2.85], PÂ <Â 0.001) and 2.38 [95% CI: 1.68-3.37], PÂ <Â 0.001) respectively, for experiencing a new T2 lesion, gadolinium enhancing lesion, and/or clinical relapse""",0.0,0.0,0.0,0
"""OBJECTIVES: In this post hoc analysis, we assess the efficacy and safety of alemtuzumab in Comparison of Alemtuzumab and RebifÂ® Efficacy in Multiple Sclerosis (CARE-MS) trial patients who met criteria for at least one of four separate definitions of HAD (one primary and three alternatives)""",0.0,1.0,1.0,1
"""Neutralizing antibodies (NAB) to interferon beta (IFNbeta) occur in some multiple sclerosis (MS) patients, particularly during the first year of treatment""",0.0,1.0,1.0,0
The secondary endpoint was the predictors of first relapse and disability accumulation after treatment discontinuation,1.0,1.0,0.0,1
"""DMF administration enhanced ACT-induced parameters in liver function, inhibited apoptosis and ameliorated the antioxidant machinery and inflammatory markers in a Nrf-2-dependent fashion""",0.0,-1.0,-1.0,-1
Drug-induced liver injury (DILI) is a significant global health issue that poses high mortality and morbidity risks,1.0,1.0,1.0,1
The EDSS at baseline and the EDSS change during the RCT were the most important predictors of the EDSS 10 years later (partial R(2): 0.47),0.0,0.0,0.0,0
"""In contrast, in patients treated with at a dose of 30 mg/wk, a significant reduction in the mean number of gadolinium-enhancing (-58.8% P = 0.0013) and new T2-W (-50% P = 0.0002) lesions was observed""",0.0,0.0,0.0,0
"""Data lock was May 3, 2014, with additional analysis of cases reported between August 1, 2014-November 30, 2014""",0.0,0.0,0.0,0
"""To the best of our knowledge, this study is the first to demonstrate the effects of FTY720 on prion protein-mediated neurotoxicity and to suggest that FTY720 has therapeutic potential in prion diseases.""",0.0,0.0,-1.0,0
CONCLUSIONS: Clinicians should be aware that Crohn's disease is a potential novel adverse drug effect of Copaxone.,1.0,1.0,1.0,1
"""It is important to examine whether aflatoxin B1 or its metabolite, aflatoxin M1 (AFM1), affect microglia, which as the """"immune cells"""" in the brain may amplify their damaging effects""",1.0,-1.0,-1.0,-1
BACKGROUND: The placebo-controlled phase of the PreCISe study showed that glatiramer acetate delayed onset of clinically definite multiple sclerosis (CDMS) in patients with clinically isolated syndrome and brain lesions on MRI,0.0,1.0,0.0,0
CONCLUSIONS: The FBS/HSA-free formulation of sc IFN beta-1a has a beneficial impact on MRI and efficacy outcomes as early as 4 weeks after treatment initiation in patients with RRMS and has a safety profile consistent with previous trials of sc IFN beta-1a.,1.0,1.0,1.0,1
Adverse events reported in this study were consistent with the well-established safety profile of boceprevir,1.0,1.0,1.0,1
"""FTY720, a novel immunomodulator, causes rapid temporary depletion of peripheral-blood lymphocytes, inducing their sequestration in secondary lymphoid organs""",0.0,0.0,0.0,0
"""As a consequence, cases of progressive multifocal leukoencephalopathy (PML) have been identified in MS patients""",1.0,1.0,1.0,1
"""Primary adverse effects include flu-like symptoms, fever, chills, myalgia, sweating, and injection-site reactions""",1.0,1.0,1.0,1
"""In GA group, a significant higher proportion of patients (26 of 40 patients, 65%) were relapse-free (P<0.05)""",0.0,0.0,0.0,0
"""INTRODUCTION: Limited comparative effectiveness data for rituximab (RTX) versus natalizumab (NTZ), fingolimod (FTY), and dimethyl fumarate (DMF) for the treatment of multiple sclerosis (MS) exist""",0.0,0.0,0.0,0
"""We found that FTY720 significantly reduced the deficit of motor function, diminished the loss of tyrosine hydroxylase-positive neurons in the substantia nigra, and attenuated the decrease of striatal dopamine and metabolite levels in mice receiving 6-hydroxydopamine (6-OHDA) or rotenone to simulate PD""",0.0,-1.0,-1.0,-1
RESULTS: Fingolimod treatment reduced the inflammatory reaction and the expression of NF-ÎºB in sciatic nerves,0.0,-1.0,0.0,-1
"""BACKGROUND: Multiple sclerosis (MS) is usually diagnosed between 20-40 years old, when women often plan to have children""",0.0,0.0,0.0,0
"""It was manifested by flushing, chest tightness, palpitations, dyspnea, and anxiety, and was acute and transient""",1.0,1.0,1.0,1
Index of cardio-electrophysiological balance (iCEB) is a risk marker for predicting malignant ventricular arrhythmia,1.0,1.0,1.0,1
The investigator will enroll the patients and only then open envelopes to assign patients to the different treatment groups,0.0,0.0,0.0,0
"""CONCLUSION: By providing further information on adverse events of special interest during long-term follow-up, CLARION will assist neurologists and patients regarding treatment decision-making for management of relapsing MS.""",1.0,1.0,0.0,1
Expanding the cytokine paradigm beyond the use of calcineurin inhibitors as baseline therapy provides new strategies in immunosuppression,0.0,0.0,0.0,0
Search terms included interferon beta-1b and/or uterine hemorrhage and/or vaginal bleeding and/or postmenopausal and/or menopause,0.0,0.0,1.0,0
Search terms included interferon beta-1b induced uterine hemorrhage and/or vaginal bleeding and/or postmenopausal and/or menopause,,,,1
