SENTENCE,R1,R2,R3,LABEL
The oral multikinase inhibitor regorafenib had beneficial effects in randomized clinical phase III trials compared to the placebo in patients with metastatic colorectal cancer (mCRC) who progressed on standard therapies,0,0.0,0.0,0
"""In HepaRG cells, pretreatment with rifampicin decreased membrane toxicity (measured as adenylate kinase release) and dissipation of adenosine triphosphate stores, indicating that toxicity was associated mainly with the parent drugs""",1,1.0,-1.0,-1
"""STATA 15.1 was used to identify publication bias, and the SUCRA (surface under the cumulative ranking) curve was conducted to rank the treatments for each outcome""",0,0.0,0.0,0
"""In patients receiving regorafenib and placebo, respectively, TEAEs led to treatment discontinuation in 14% and 7%, dose reduction in 39% and 0%, and dose interruption in 64% and 20%""",1,1.0,1.0,1
"""If confirmed in larger, independent series, these results could pave the way for the implementation of personalized regorafenib dosing strategies with the potential to optimize oncological outcomes while reducing toxicity and preserving quality of life.""",1,1.0,1.0,1
"""Preclinical data show inhibitory activity of angiogenic, stromal and oncogenic tyrosine kinases through the targeting of vascular endothelial growth factor receptors 1, 2 and 3, tyrosine-protein kinase receptor TIE-2, platelet-derived growth factor receptor Î², fibroblast growth factor receptor 1, proto-oncogene tyrosine-protein kinase receptor Ret, mast/stem cell growth factor receptor Kit, RAF proto-oncogene serine/threonine-protein kinase and wild-type and V600E mutant serine/threonine-protein kinase B-raf""",-1,-1.0,-1.0,-1
"""CONCLUSION: Regorafenib emerges as a promising therapeutic option for metastatic or recurrent bone sarcomas, demonstrating certain clinical benefits alongside manageable adverse reactions""",1,1.0,1.0,1
"""Most patients in phase 3 studies had Child-Pugh class A cirrhosis, and data on the use of these agents in patients with more advanced hepatic dysfunction are limited""",0,0.0,0.0,0
"""Secondary end points were objective response (OR), progression-free survival, overall survival, duration of response, duration of stable disease, and safety""",1,0.0,1.0,1
"""Before Hepatic arterial infusion chemotherapy administration in combination with regorafenib, 34 (72.3%) patients previously receivedâ€‰â‰¥â€‰2 prior lines of systemic therapy and 37 (78.7%)patients previously received targeted biological treatment (anti-VEGF or anti-EGFR, or both)""",-1,-1.0,-1.0,-1
The Mantel-Haenszel method was used to calculate the risk of VEGF-TKI among users by comparing it to nonusers,-1,0.0,1.0,1
BACKGROUND: Regorafenib is a multikinase inhibitor with antiangiogenic effects that improves overall survival (OS) in metastatic colorectal cancer (mCRC) after failure of standard therapies,0,0.0,0.0,0
We report the first case of hyperammonemic encephalopathy related to regorafenib in a patient with metastatic GIST,1,1.0,1.0,1
"""At occurrence, careful observation until improvement and monitoring for fulminant hepatic failure are also essential.""",1,1.0,1.0,1
"""Both calcium channel blockersÂ and renin-angiotensin system inhibitorsÂ effectively reduced systolic BP (-24.1 and -18.2â€‰mmâ€‰Hg, respectively) and diastolic BP (-12.0 and -11.0â€‰mmâ€‰Hg, respectively)""",0,0.0,0.0,0
Nivolumab may be an option in patients with advanced HCC who are ineligible for tyrosine kinase inhibitors or other anti-angiogenic agents,0,0.0,0.0,0
Median survival durations of 12.9 months and 13.9 months were reported with use of pembrolizumab in patients with a history of sorafenib therapy,0,0.0,0.0,0
"""Median overall survival durations of up to 12.3 and 13.6 months were reported with use of sorafenib and lenvatinib, respectively, in phase 3 trials""",0,0.0,0.0,0
"""Positive IgM deposits were observed in all aVEGF-TMAs, but IgA and C3 deposits were observed only in bevacizumab-TMAs""",-1,-1.0,-1.0,-1
Eight patients had at least one grade 3 adverse event or serious adverse event at least possibly related to regorafenib,1,1.0,1.0,1
"""In 5x FAD mice (a mouse model of AD), regorafenib ameliorated AD pathology, as evidenced by increased dendritic spine density and decreased AÎ² plaque levels, by modulating APP processing and APP processing-associated proteins""",-1,-1.0,-1.0,-1
"""Regorafenib is one option for second-line treatment of hepatocellular carcinoma (HCC), improving overall survival (OS) of sorafenib-tolerant patients who develop progression""",0,0.0,0.0,0
"""In total, 162 (47%) of 343 included patients developed a clinically relevant BP rise â‰¥7â€‰days after VEGFI treatment initiation""",1,1.0,0.0,1
The availability of targeted agents has increased the complexity of post-progression treatment of aCRC,0,0.0,0.0,0
"""These receptors consist of a glycosylated extracellular domain, a single hydrophobic transmembrane segment, and an intracellular portion with a juxtamembrane segment, a protein kinase domain, and a carboxyterminal tail""",-1,-1.0,-1.0,-1
"""Patients received 120Â mg regorafenib once per day for 3Â weeks, followed by a 1-week off-treatment period""",0,0.0,0.0,0
We aimed to reveal the relationship between the development of severe hypertension and regorafenib efficacy in an mCRC real-world setting,1,1.0,1.0,1
"""CASE DESCRIPTION: In this article, we report the case of a 55-year-old female who was diagnosed with duodenal GIST in April 2018 and underwent R0 resection""",0,0.0,0.0,0
"""RESULTS: A total of 3691 patients was available for meta-analysis, 1170 had metastatic renal cell carcinoma 950 had advanced non-small cell lung carcinoma, 454 had hepatocarcinoma, 753 had metastatic colorectal cancer and 362 had metastatic soft-tissue sarcoma""",0,0.0,0.0,0
"""Before cross-over, the most common grade III or higher adverse events were lymphopenia (5 versus 1, respectively), diarrhoea (4 versus 0), dyspnoea (3 versus 1), skin toxicity (3 versus 0), arterial hypertension (2 versus 0), and increased transaminases (2 versus 0)""",1,1.0,1.0,1
Case presentation A 66-year-old Japanese male patient received regorafenib for metastatic colorectal carcinoma and apixaban for deep vein thrombosis,0,0.0,0.0,0
"""With one-sided Î± of 0.05, and 80% power, at least 14/24 progression-free patients at 8 weeks were needed for success""",0,0.0,0.0,0
The rate of serious arrhythmias including torsades de pointes did not seem to be higher with high-grade QTc prolongation,1,0.0,1.0,1
"""Other indicators, including age, tumor site, KRAS status and use of fluoropyrimidine as last regimen before TAS-102, did not affect the clinical efficacy of TAS-102""",0,0.0,0.0,0
"""Routine thyroid function monitoring was essential, as 42.8% of patients developed thyroid dysfunction, with 5.7% requiring hormone replacement therapy""",1,1.0,1.0,1
This study assessed the association between the antitumor efficacy of regorafenib and HFSR in patients with metastatic colorectal cancer (mCRC),0,1.0,1.0,1
"""Therefore, regorafenib-induced EM in Japanese patients appears to be associated with specific HLA haplotypes but further validation is needed.""",??,1.0,1.0,1
"""OS refers to the length of time from the start of treatment until the death of the patient from any cause, while mortality specifically denotes the number of deaths occurring within the study period""",0,0.0,0.0,0
We examined area under the unbound plasma concentration-time curve (AUCu) to these compounds to establish pharmacokinetic bases for individualized dosing strategies,-1,0.0,0.0,0
PATIENTS AND METHODS: We retrospectively evaluated the presence of bowel wall edema on CT of 25 mCRC patients who received regorafenib and analyzed its relationship with progression free survival (PFS) and overall survival (OS),0,1.0,1.0,1
"""A significant decline in log10 AFP from the baseline to 4Â weeks after introducing LEN was observed in patients with PR and SD (2.047Â Â±Â 1.148 vs 1.796Â Â±Â 1.179, PÂ <Â 0.001)""",0,0.0,0.0,0
"""If any differences were observed between Kaplan-Meier plots, the ER analysis continued with a multivariate Cox regression analysis to evaluate the correlation between exposure quartile categories and the efficacy and safety parameters while taking into consideration the effect of the predefined clinically relevant demographic and baseline covariates""",1,0.0,1.0,1
Trifluridin/tripacil application or re-induction of chemotherapy +/- target therapy was effective following regorafenib therapy.,-1,-1.0,-1.0,-1
"""The aim of this study was to provide information concerning the efficacy, safety, and cost of regorafenib in patients with mCRC in clinical practice""",1,1.0,1.0,1
We aimed to clarify the associated risk of cardiovascular adverse events in patients treated with tyrosine kinase inhibitors,1,1.0,1.0,1
"""Current analysis suggested that the use of these agents increased the risk of all-grade and high-grade GI events, and the diarrhea was the most common GI events""",1,1.0,1.0,1
Drug-induced hepatotoxicity has resulted in withdrawal from the market of many widely used drugs and is a major public health issue that continues to concern all the stakeholders,1,1.0,1.0,1
"""METHODS: Regorafenib was administered to 32 subjects with gastrointestinal stromal tumor on a 3-week-on, 1-week-off basis""",0,0.0,0.0,0
EXPERT OPINION: Side-effects on the cardiovascular system could lead both to the worsening of general health status of cancer patients and to the discontinuation of the cancer treatment affecting its efficacy,1,1.0,1.0,1
RESULTS: Pretreatment Child-Pugh A was maintained in 59/90 (65.6%) patients and pretreatment Child-Pugh B was improved to Child-Pugh A in 10/35 (28.6%) patients when sorafenib ceased,0,0.0,0.0,0
This suggests that increasing regorafenib exposure would not result in a meaningful increase in OS or TTP,0,0.0,0.0,0
"""SNP-toxicity associations were evaluated using logistic regression, and a meta-analysis between the studies was performed by inverse variance""",1,0.0,1.0,1
"""We established that response rate and PFS in regorafenib treatment are independent of tumor localization, Ras status or biomarkers such as CEA and CA 19-9""",0,0.0,-1.0,0
"""Dramatic VS expansion from 14 to 25â€Šmm in maximum diameter, with new brain stem compression, was seen on MRI""",1,0.0,0.0,1
"""She underwent a cytoreductive surgery (R1), and the postoperative mutation analysis suggested KIT exon 9 mutation, with newly found secondary KIT_exon16_p""",-1,0.0,-1.0,0
Our study may provide an experimental basis for the guidance of clinical HCC targeted treatment with regorafenib and sorafenib.,0,0.0,0.0,0
Multivariate models showed patients who received VR-TKI therapy were at greater risk of any oral adverse event compared with patients treated with imatinib or bevacizumab,1,1.0,1.0,1
"""The median age was 24Â years (range, 16-68Â years), and the median number of prior regimens was 1 (range, 0-4)""",0,0.0,0.0,0
METHODS: A retrospective analysis was conducted on 103 BCLC stage C HCC patients who received regorafenib as the second-line treatment,0,0.0,0.0,0
The clinical trials reported to date show that this new treatment has a consistent adverse event profile that is quite different from that of traditional cytotoxic chemotherapies,1,1.0,1.0,1
"""Though this cardiovascular side effect is not common using these drugs, it must be noticed early and recognize its signals""",1,1.0,1.0,1
"""Regorafenib was given as 2nd line, and 3rd-4th line systemic therapy in 37 (62.7%) and 22 (37.3%) patients respectively""",0,0.0,0.0,0
"""Serious adverse events to look out for are liver toxicity, hemorrhage and gastrointestinal perforation""",1,1.0,1.0,1
"""CONCLUSIONS: Irinotecan plus cetuximab rechallenge as third-line treatment for KRAS wild-type mCRC was safe and had promising activity, especially in those with a long CFI, warranting further investigation in a Phase 3 randomised trial""",-1,-1.0,1.0,-1
" especially in those with a long CFI, warranting further investigation in a Phase 3 randomised trial",,,,1
Tolerability profiles were similar to published data and dose reductions were more frequent in the R group,1,1.0,1.0,1
"""Nivolumab increased ORR, with largely partial responses, and mixed DCR, with little statistical significance""",0,0.0,0.0,0
"""Regorafenib was started at 80Â mg/day and escalated to 120Â mg/day in Week 2 and 160Â mg/day in Week 3, if no severe drug-related toxicities were observed""",1,1.0,1.0,1
"""Of 42 treated patients, 31 received regorafenib intermittently (120â€‰mg, nâ€‰=â€‰8 160â€‰mg, nâ€‰=â€‰23) and 11 continuously (60â€‰mg, nâ€‰=â€‰5 100â€‰mg, nâ€‰=â€‰6) plus cetuximab""",-1,0.0,0.0,-1
" 31 received regorafenib intermittently (120â€‰mg, nâ€‰=â€‰8 160â€‰mg, nâ€‰=â€‰23) and 11 continuously (60â€‰mg, nâ€‰=â€‰5 100â€‰mg, nâ€‰=â€‰6) """,,,,0
The aim of this network meta-analysis of randomized controlled trials was to compare the second-line treatments of advanced HCC,0,0.0,0.0,0
"""The primary endpoint is progression-free survival, and the secondary endpoints are overall survival, disease control rate, time to progression, and duration of treatment""",0,0.0,-1.0,0
A key recommendation in the management of patients receiving sorafenib is to promote close communication between the patient and the physician so that adverse events (AEs) are detected early and severe AEs can be prevented,1,1.0,1.0,1
We investigated the efficacy and safety of regorafenib based on our experience of the RESORCE trial and the EAP,1,1.0,1.0,1
Conclusion: The real-world safety and effectiveness data of regorafenib in metastatic colorectal cancer in France align with findings from Phase III clinical trials and the global CORRELATE population.,1,1.0,1.0,1
CONCLUSION: The new scenario of systemic HCC therapy includes more active drugs with different metabolic pathways and different liver adverse events,1,1.0,1.0,1
The secondary end-points included the following: 1-year non-progression rate progression-free survival (PFS) and overall survival safety and biomarkers studies performed on sequential tumour samples obtained at baseline and at cycle 2 day 1,0,1.0,1.0,1
"""METHODS: PubMed was reviewed for phase III randomized trials with axitinib, pazopanib, sorafenib, sunitinib, regorafenib or vandetanib""",0,0.0,0.0,0
There were no significant differences in the median progression-free survival according to the regorafenib dose patterns during the first two cycles,0,0.0,0.0,0
"""RESULTS: Fruquintinib provided 0.74 QALYs at a cost of CNY 151,058 (USD 22,888), whereas regorafenib provided 0.79 QALYs at a cost of CNY 226,657 (USD 32,224)""",-1,0.0,0.0,0
"""This review describes the preclinical and clinical research with pimitespib, including its mechanism of action, pharmacokinetics, clinical antitumour activity and safety""",1,1.0,-1.0,1
Patients in whom serum CA19-9 decreased after regorafenib exhibited significantly better PFS (median 3.7 vs,-1,1.0,-1.0,0
"""Common side effects include asthenia/tiredness, loss of appetite, hand-foot skin syndrome, diarrhea, mucositis, weight loss, infections, hypertension and rash""",1,1.0,1.0,1
"""The primary end point of median OS was higher in the combination group than in the single use group (20.9m vs 10.3m, p = 0.015)""",0,0.0,0.0,0
Available efficacy data suggest treatment with either trifluridine/tipiracil or regorafenib may be appropriate as both can extend patient survival,0,0.0,-1.0,0
"""This complication is linked to a number of medical conditions, and is increasingly being documented as a side effect associated with a number of therapeutic agents""",1,1.0,1.0,1
"""GIST mutational analysis was done, and most patients had pazopanib plasma concentration measured after 12 weeks""",0,0.0,-1.0,0
