SENTENCE,R1,R2,R3,LABEL
Fifteen patients who experienced progression of disease were allowed to escalate the dose to 800 mg/d,0.0,0.0,0.0,0.0
"""MR was assessed with real-time quantitative (TaqMan) reverse transcription-polymerase chain reaction and was expressed as the ratio between BCR/ABL and beta 2-microglobulin x 100, the lowest level of detectability of the method being 0.00001""",0.0,-1.0,0.0,0.0
CONCLUSION: These encouraging results have propelled the development of several Phase II/III trials both in Europe and in the US to further delineate the activity of omacetaxine mepesuccinate in patients with CML who are resistant to TKI therapy.,0.0,0.0,0.0,0.0
Our data demonstrate that imatinib can be safely stopped in FIP1L1-PDGFRA-positive MLN-eo because of a high treatment-free remission at 12 and 24 months and because most patients achieve a rapid second CMR after restart of imatinib.,0.0,0.0,1.0,0.0
"""LESSONS LEARNED: Despite having significant rationale, S0502 failed to accrue for a number of reasons.Vetting a trial first, with scientific experts and funding agencies, does not guarantee success, especially when dealing with a rare tumor and/or one with an existing highly effective therapy.In the present case, adding an intravenous drug to an oral medication as part of a regimen expected to be continued for many years likely decreased patient (and physician) convenience and, thus, interest in the study""",0.0,-1.0,0.0,-1.0
More patients in the intensive chemotherapy group received allogeneic stem cell transplantation (allo-SCT),0.0,0.0,0.0,0.0
"""The analysis was performed on an octadecylsilyl column with a mobile phase consisting of 0.5% KH2PO4 (pH 4.5) and acetonitrile (71:29, v/v), at a flow rate of 0.8 mL/min""",0.0,-1.0,0.0,-1.0
Fewer patients experienced grade 3/4 treatment-related treatment-emergent adverse events with ripretinib (17%) versus sunitinib (56%),1.0,1.0,1.0,1.0
The cytotoxicity studies unveiled an 8.75 times increase in cytotoxicity for the optimized NANIMAs (IC50 = 6 ÂµM) when compared to IMA alone (IC50 = 52.5 ÂµM) on MCF-7 breast cancer cells,0.0,-1.0,-1.0,-1.0
"""In this article, we present a case demonstrating successful treatment of EGPA with IM we also discuss possible mechanisms of IM efficacy in EGPA treatment and future perspectives of this therapeutic approach.""",0.0,0.0,0.0,0.0
The enhanced effects of combinatorial treatments on the induction of apoptosis were more dominant in imatinib-resistant compared to imatinib-sensitive CML cells,0.0,-1.0,-1.0,-1.0
"""Herein, we describe a patient with chronic myeloid leukemia (CML) who developed optic disc edema during treatment with imatinib""",1.0,1.0,1.0,1.0
"""This lesion was clinically diagnosed as recurrent colon cancer with an abscess, which was resected surgically""",0.0,0.0,0.0,0.0
BACKGROUND: Nilotinib is a second-generation tyrosine kinase inhibitor with significant efficacy as first- or second-line treatment in patients with chronic myeloid leukemia,0.0,0.0,0.0,0.0
TKI therapy has since revolutionized the treatment of CML and has served as a paradigm of success for targeted drug therapy in cancer,0.0,0.0,0.0,0.0
"""The clinical course is heterogeneous, and outcomes are influenced by individual clinical presentation and disease biology""",0.0,0.0,0.0,0.0
"""In this case, we report a patient affected by precursor B-cell acute lymphoblastic leukemia (ALL) positive for the Ph chromosome translocation treated with the tyrosine kinase inhibitor (TKI) dasatinib""",0.0,0.0,0.0,0.0
CASE PRESENTATION: A 62-year-old CML patient treated with 300Â mg nilotinib twice daily complained of several episodes of rest angina and was hospitalized at our institution,1.0,1.0,1.0,1.0
"""Dasatinib is the first, second-generation TKI, approved in the US and European Union for the treatment of CML patients with imatinib resistance or intolerance""",0.0,1.0,0.0,0.0
"""We describe for the first time a case of a patient treated by imatinib for chronic myeloid leukemia who developed partial Fanconi syndrome with mild renal failure, which leads to a discussion of the pathophysiological characteristics of imatinib-induced renal toxicity""",1.0,1.0,1.0,1.0
Adult patients with CML-CP were randomized (2:1) to receive 100â€‰mg dasatinib (nâ€‰=â€‰174) or continue imatinib at â‰¥400â€‰mg (nâ€‰=â€‰86),0.0,0.0,0.0,0.0
The lymphocytosis and increased large granular lymphocyte count observed during dasatinib treatment also subsided after switching medications.,1.0,1.0,1.0,1.0
"""RESULTS: At 3 months after switching to nilotinib, 10 of 17 (59%) evaluable patients had achieved MMR""",0.0,0.0,0.0,0.0
"""The last patient of each level was treated for >28 days, before enrolment for the next dose level started""",0.0,0.0,0.0,0.0
DISEASE OVERVIEW: Chronic Myeloid Leukemia (CML) is a myeloproliferative neoplasm with an incidence of 1-2 cases per 100â€‰000 adults,0.0,0.0,0.0,0.0
"""OBJECTIVE: Tyrosine kinase inhibitors (TKIs) are widely used drugs which have high availability in reducing the activity of BCR-ABL1 tyrosine kinase, therefore they play an indispensable role in the treatment of Chronic myeloid leukemia (CML)""",0.0,0.0,0.0,0.0
"""The complete cytogenetic response (CCyR) rates at 12â€…months did not differ according to the pre-imatinib MF grades, and CCyR rates in patients with grades 0, I, II and III MF were 36/47 (76.5%), 26/33 (78.7%), 12/23 (52.1%) and 7/10 (70%), respectively (p=0.127)""",0.0,0.0,0.0,0.0
Most patients who remained on 1L-2GTKI achieved deep molecular responses (DMR) and 15 (14.1%) are in treatment-free remission (TFR),0.0,-1.0,0.0,0.0
"""The antitumor activities of multiple drugs (5-FU, irinotecan, oxaliplatin, gemcitabine, bevacizumab, erlotinib, doxorubicin and imatinib) were tested""",0.0,0.0,0.0,0.0
"""This provides a strong rationale for therapeutic drug monitoring, which has therefore been implemented in routine clinical practice in our institute""",0.0,0.0,0.0,0.0
"""Five patients relapsing as chronic myeloid leukaemia (CML) in chronic phase achieved a complete haematological response, with complete and major cytogenetic responses occurring in four and one cases, respectively""",0.0,0.0,0.0,0.0
"""The milk/plasma (M/P) ratio and the relative infant dose (RID) for imatinib were calculated to be 0.35 and 1.4%, respectively at 5 days of life""",1.0,0.0,0.0,1.0
"""Cancer growth and metastasis are often driven by activating mutations in, or gene amplications of, specific tyrosine or serine/threonine kinases""",0.0,-1.0,0.0,0.0
Primary end-point was the progression-free survival rate at 12 weeks assessed by the local investigator per Response Evaluation Criteria in Solid Tumours 1Â·1,0.0,0.0,0.0,0.0
"""Corresponding values for the test formulation were 1710 (312) ng/mL, 27,222 (4624) ng Â· h/mL , and 27,872 (4751) ng Â· h/mL""",0.0,-1.0,0.0,0.0
Pleural effusions are generally managed by dose interruption/reduction and other supportive measures in patients with chronic myeloid leukemia receiving dasatinib therapy.,1.0,1.0,1.0,1.0
"""Imatinib increased peak systolic Ca(2+) and Ca(2+) transient decay rates and Western analysis revealed significant increases in phosphorylation of phospholamban (Thr-17) and the ryanodine receptor (Ser-2814), signifying activation of calcium/calmodulin-dependent kinase II (CaMKII)""",-1.0,-1.0,-1.0,-1.0
"""For this, BCR-ABL1 levels will be analysed from blood samples drawn at baseline, 6 weeks after dose reduction and 3-monthly thereafter""",0.0,-1.0,0.0,0.0
"""The patient received supportive measures for pancreatitis, although she eventually died 3â€‰months after the onset of symptoms""",1.0,0.0,1.0,1.0
Imatinib and nor-imatinib Ctrough were quantified by liquid chromatography with tandem mass spectrometry (LC-MS/MS),0.0,-1.0,0.0,-1.0
"""BACKGROUND: Nilotinib, an oral second-generation Bcr-Abi tyrosine kinase inhibitor, is approved in the United States and European Union for the treatment of Philadelphia chromosome-positive (Ph+), chronic-phase (CP) or accelerated-phase (AP) chronic myeloid leukemia (CML) resistant to or intolerant of prior therapy, including imatinib""",0.0,1.0,0.0,0.0
"""In this article, we report on six patients, aged 41-79Â years, diagnosed with CML, from 3 to 132Â months post-various organ transplants and treated with different tyrosine kinase inhibitors (TKI), including first generation (i.e., imatinib) and second generation (i.e., dasatinib and nilotinib)""",0.0,0.0,0.0,0.0
"""CONCLUSIONS: Results of EPO treatment for late chronic anemia during long-lasting imatinib therapy are encouraging, with a high rate of response.""",0.0,0.0,1.0,0.0
"""Here, we describe a patient with severe epidermal necrolysis after treatment with imatinib and consecutive allogeneic hematopoietic stem cell transplantation""",1.0,1.0,1.0,1.0
"""The objective of this retrospective cohort study was to investigate the incidence of VAEs in Taiwanese patients with CML treated with different TKIs (imatinib, nilotinib, and dasatinib) as well as potential risk factors""",1.0,1.0,1.0,1.0
Lonafarnib can inhibit the proliferation of imatinib-resistant cells and increases imatinib-induced apoptosis in vitro in cells from imatinib-resistant patients,-1.0,-1.0,-1.0,-1.0
"""It is better tolerated and produces higher HR, CR and freedom from progressive disease rates than conventional therapy with IFNalpha plus cytarabine""",1.0,1.0,1.0,1.0
"""Data were categorized with respect to age and sex, category, and seriousness of reported ADRs and medications""",1.0,1.0,1.0,1.0
"""Previously the drug of choice was related to the likelihood of response and, to a small extent, patient comorbidities""",0.0,1.0,0.0,0.0
We have used blinatumomab concomitantly with commercially available TKIs as consolidative therapy to spare toxicities of conventional chemotherapy,-1.0,1.0,0.0,-1.0
"""However, most patients treated with 400 mg imatinib daily have variable levels of residual molecular disease""",0.0,0.0,0.0,0.0
There was a significant difference between the sarcopenia group and the nonsarcopenia group in the ratio of severe AEs (grades 3-4),1.0,1.0,1.0,1.0
OBJECTIVES: To investigate the frequency of imatinib-induced pancreatic complications and determine whether these are survival prognostic factors in patients with gastrointestinal stromal tumor (GIST),1.0,1.0,1.0,1.0
"""OBJECTIVE: Gastrointestinal stromal tumors (GISTs) are rare mesenchymal tumors of the gastrointestinal tract, which frequently cause intraabdominal metastases""",0.0,0.0,0.0,0.0
Few cases of imatinib mesylate-induced liver failure have been reported most of them were observed in patients treated for chronic myeloid leukemia,1.0,1.0,1.0,1.0
"""In the subsequent-line setting, the role of different TKIs as second, third, and later lines of therapy depends on the evolving front-line use""",0.0,0.0,0.0,0.0
We hope that this case will help remind clinicians to pay more attention to the side effect of thrombocytopenia caused by dasatinib in the future.,1.0,1.0,1.0,1.0
"""Our results will help predict the occurrence of OARs by oncologists, ophthalmologists, pharmacists, and other healthcare professionals.""",1.0,0.0,1.0,1.0
Electron microscopy showed dissolution of lamina lucida and lamina densa of the basement membrane below as well as next to the vacuoles and blister,-1.0,-1.0,0.0,-1.0
"""MK-0457 has in vitro activity against cells expressing wild-type or mutated BCR-ABL, including the T315I BCR-ABL mutation""",-1.0,-1.0,-1.0,-1.0
"""Abstracts presented at the 2008-2010 annual meetings of the American Society of Hematology and the American Society of Clinical Oncology, reference citations from identified publications, as well as the manufacturers' full prescribing information for cited drugs, also were reviewed""",0.0,0.0,0.0,0.0
"""Despite the notion that increased tumor specificity results in decreased complications, toxicity remains a major hurdle in the development and implementation of many of the targeted anticancer drugs""",1.0,1.0,1.0,1.0
This information could be adapted in individualized approaches such as in vivo CYP3A4 phenotyping to optimize sorafenib safety and efficacy in cancer patients with liver dysfunction.,1.0,1.0,1.0,1.0
A total of 54 patients with CP-CML were treated with first-line imatinib and had either cytogenetic or molecular testing within 18 months of imatinib initiation,0.0,0.0,0.0,0.0
Imatinib has been shown to have remarkable clinical activity in patients with chronic myeloid leukemia (CML) and malignant gastrointestinal stroma tumors (GIST) leading to its approval for treatment of these diseases,0.0,0.0,0.0,0.0
"""Ethanol: The aetiology of ethanol-related cardiotoxicity is multifactorial, with individual susceptibility being important""",1.0,1.0,1.0,1.0
"""Patients (n = 846) received nilotinib 300 mg twice daily, nilotinib 400 mg twice daily, or imatinib 400 mg once daily""",0.0,0.0,0.0,0.0
"""Survival was worse for patients transplanted >2 years from diagnosis (10-year OS 56 vs 78%, P=0.01), for patients over 50 years old (10-year OS 44 vs 75%, P=0.05) and for patients without cGVHD (10-year OS 53 vs 86%, P<0.001)""",0.0,0.0,0.0,0.0
This breakthrough occurred mainly regarding patients with alteration in 17p or mutation of the p53 gene for whom selecting the new drugs that act on B cell signaling (BTK and PI3K inhibitors) in the first line is mandatory,0.0,-1.0,0.0,0.0
The outcome of patients with surgically treated GISTs treated in the era of targeted drug therapy was assessed and factors associated with adverse outcomes determined,0.0,1.0,1.0,1.0
BACKGROUND: The demonstration of the role of activating mutations of KIT or PDGFRA and the development of targeted therapies have modified the prognosis of patients with gastrointestinal stromal tumours (GISTs),0.0,-1.0,0.0,0.0
Dasatinib is highly active and produces hematologic and cytogenetic responses in a significant number of patients with imatinib-resistant or -intolerant MBC- and LBC-CML,0.0,1.0,0.0,0.0
EXPERIMENTAL DESIGN: Twenty-seven patients with long-term or IFN-refractory CML were enrolled in cohorts of three or six patients,0.0,0.0,0.0,0.0
"""Grade 3 hematologic adverse events were also reported more frequently in the sunitinib malate group, including leucopenia (4% vs""",1.0,1.0,1.0,1.0
METHODS: A retrospective longitudinal study of patients with CML who received TKIs for at least 6â€‰months was performed,0.0,0.0,0.0,0.0
The extent of the potential savings largely depends on whether and to what extent prices decline and use stays the same or even increases,0.0,0.0,0.0,0.0
Therapeutic regimens with tyrosine kinase inhibitors (TKIs) specifically targeting BCR-ABL have greatly improved overall survival of CML,0.0,0.0,0.0,0.0
CONCLUSION: The study results demonstrate that nilotinib has no effect on single-dose warfarin pharmacokinetics and pharmacodynamics,1.0,-1.0,0.0,
CONCLUSION: The study results demonstrate that nilotinib has an effect on single-dose warfarin pharmacokinetics and pharmacodynamics,,,,1.0
"""Acquired molecular abnormalities (mutations or chromosomal translocations) of the RUNX1 transcription factor gene are frequent in acute myeloblastic leukemias (AMLs) and in therapy-related myelodysplastic syndromes, but rarely in acute lymphoblastic leukemias (ALLs) and chronic myelogenous leukemias (CMLs)""",-1.0,-1.0,0.0,0.0
The c-kit receptor is expressed in 95% of relapsed acute myeloid leukemias (AMLs) and mediates leukemic proliferation,-1.0,-1.0,0.0,0.0
RESULTS: Independent from treatment duration patients exhibited IGF-1 and IGFBP-3 levels almost exclusively in the very low range when compared to age-matched references,0.0,0.0,0.0,0.0
"""This study evaluates the therapeutic potential of plant-derived extracts in hepatocellular carcinoma treatment, with a focus on minimizing side effects while enhancing efficacy""",-1.0,1.0,1.0,1.0
"""Different TKI combination therapies (i.e., ripretinib plus sunitinib, ripretinib plus avapritinib and avapritinib plus sunitinib) were administered to the patient sequentially""",0.0,0.0,-1.0,-1.0
"""Our aim was to study all the drug-drug interactions (DDIs) observed in patients treated with imatinib.We performed 2 observational studies, between the 1st January 2012 and the 31st August 2015 in the Midi-PyrÃ©nÃ©es area (South Western France), using the French health insurance reimbursement database and then the French Pharmacovigilance Database (FPVD).A total of 544 patients received at least 1 reimbursement for imatinib""",1.0,0.0,1.0,1.0
"""Long-lasting TKI treatment, in particular with second-generation TKIs, has enabled clinicians to manage the onset of several side effects and other co-morbidities, such as atrial fibrillation or venous thromboembolism (VTE)""",1.0,1.0,1.0,1.0
BACKGROUND: About 80% of patients with GIST would experience tumor recurrence or metastasis after radical resection,0.0,0.0,0.0,0.0
