SENTENCE,R1,R2,R3,LABEL
"""Upon admission, tizanidine, lisinopril, theophylline, omeprazole, and simvastatin were withheld, and i.v""",0.0,0.0,0.0,0.0
Some of these drugs have interactions with drugs used in the dental care setting and this paper sets out to summarise those that are relevant in this area.,1.0,0.0,0.0,0.0
"""With the patient placed in prone position for ultrasound-guided access to lower-extremity nerve branches, the lateral sural cutaneous nerve (LSCN) was identified by tracing its pathway from the proximal sciatic nerve to the common peroneal (fibular) nerve to the superficial peroneal (fibular) nerve""",0.0,0.0,0.0,0.0
METHODS: One hundred six patients are enrolled for phacoemulsification in a prospective and randomized study,0.0,0.0,0.0,0.0
The number of patients who were free of pain was significantly higher in those who had been given either metoprolol or lidocaine,0.0,0.0,0.0,0.0
"""RESULTS: The incidence of acute, subacute, and chronic back pain was significantly lower in the DL group than the L group (P<0.05 for all comparisons)""",0.0,0.0,0.0,0.0
The aim of this study was to compare the effectiveness of vapocoolant spray and EMLA cream in reduction of pain during venous cannulation in 6-12years old children,0.0,0.0,0.0,0.0
"""OBSERVATIONS: Two healthy obese, seven-year-old, female Rottweilers weighing 40 and 57 kg were submitted for cranial cruciate repair""",-1.0,-1.0,-1.0,-1.0
"""Therefore, there is no justification in the use of magnesium pretreatment for attenuating pain associated with i.v""",0.0,0.0,0.0,0.0
BACKGROUND: Neonatal seizures are associated with neurological sequelae and an increased risk of epilepsy later in life,0.0,0.0,0.0,0.0
No precipitation was demonstrated with the combinations of dexamethasone and lignocaine or bupivacaine,-1.0,-1.0,-1.0,-1.0
"""BACKGROUND: Topical treatments and botulinum toxin injections are valid options for the management of patients with chronic anal fissures (CAF), but little is known about the efficacy of these techniques in long-term follow-up""",-1.0,0.0,0.0,0.0
"""Compared with saline-treated rats, 5-fluorouracil-exposed rats showed more severe mucositis with excessive bacterial loading due to a lack of leukocyte infiltration, as well as enhancements of spontaneous pain and mechanical allodynia""",-1.0,-1.0,-1.0,-1.0
"""CNS-toxicity follows a two-stage process, whereby at lower concentrations inhibitory neurons are blocked first resulting in generalized convulsions, and at higher concentrations a global CNS depression can be seen""",0.0,1.0,1.0,1.0
"""Management consisted of supportive management (five patients), intravenous lipid emulsion (three) or intravenous thiopental and diazepam (one)""",0.0,0.0,0.0,0.0
"""Within 7â€‰days, 20 out of 21 patients (95%) reported a reduction in itch, with a mean itch reduction of 82% at day 1 and 94% at day 7""",0.0,0.0,0.0,0.0
"""METHODS: PubMed, Embase, and CENTRAL (Cochrane Central Register of Controlled Trials) databases were systematically searched to identify randomized controlled trials (RCTs) investigating the efficacy of different drugs for the prevention of postoperative CRBD""",0.0,0.0,0.0,0.0
"""Mild decrease of oxygen saturation, monitored by pulse oximetry, was observed in one patient, which improved by oxygenation using a mask""",0.0,1.0,0.0,1.0
"""METHODS: Predefined inclusion and exclusion criteria were set to search the Embase, MEDLINE, CINAHL, and Cochrane databases""",0.0,0.0,0.0,0.0
"""Four and 2 patients in the bupivacaine and lidocaine groups, respectively, required intravenous analgesic supplementation""",0.0,0.0,0.0,0.0
CONCLUSIONS: Triage nurse judgment to predict eventual IV placement had greater sensitivity and similar predictive value compared with a prediction model based on medical history and chief complaint,0.0,0.0,0.0,0.0
"""Both volume and duration of fluid preload were significantly less in group HS (160 (SD 25) ml, 8.8 (SD 2.9) min) than in the two other groups (NS: 903 (144) ml, 17.7 (3.3) min RL: 932 (166) ml, 212 (6.0) min) (P < 0.05)""",0.0,0.0,0.0,0.0
"""OBJECTIVE: To assess the effectiveness and safety of the lidocaine patch 5%, a targeted peripheral analgesic, in the treatment of postherpetic neuralgia, painful diabetic neuropathy, and low back pain patients with incomplete responses to their current analgesic treatment regimen containing gabapentin""",1.0,0.0,1.0,
" a targeted peripheral analgesic, in the treatment of postherpetic neuralgia, painful diabetic neuropathy, and low back pain patients with incomplete responses to their current analgesic treatment regimen containing gabapentin""",,,,1.0
"""Phlebitis was examined based on Boxter criteria in intervals of 6, 12, 18, 24, and 48 hours after PVC insertion""",0.0,0.0,0.0,0.0
"""An experimental, prospective design was used where children were included in either an experimental group or a control group""",0.0,0.0,0.0,0.0
The ocular tissues and plasma samples were collected after the application of 3.5% lidocaine hydrochloride gel or Akten lidocaine gel and analyzed using the liquid chromatography with tandem mass spectrometry (LC-MS/MS) method to determine the concentration of lidocaine,-1.0,-1.0,0.0,-1.0
Our objective was to evaluate pain and anxiety management during transabdominal CVS using nitrous oxide (N2 O) and local anesthesia,0.0,0.0,0.0,0.0
"""Although there was no complaint of neurologic symptoms on Postoperative Day (POD) 1, four patients (0.4%) reported aching, hypesthesia, numbness, or dull pain of both lower extremities and buttocks by the morning of POD 3""",1.0,1.0,1.0,1.0
"""This was followed by the sequential application of EMLA cream (lidocaine 2.5% and prilocaine 2.5%), ELA-Max cream (lidocaine 4%), and placebo to selected areas on the face for 30 minutes without occlusion""",0.0,0.0,0.0,0.0
"""Themean blood pressure values measured at 5th, 10th, 15th minutes and recovery room were significantly higher in Group 1""",0.0,1.0,0.0,0.0
"""Information recorded in relation to the L5%P included the following: (a) Nature of NP, (b) medications tested, (c) drug combinations, (d) L5%P therapy duration, (e) efficacy, and (f) undesirable effects""",1.0,1.0,1.0,1.0
"""The injection of L365,260 into the RVM or of bupivacaine at the site of nerve injury restored the potency and efficacy of PAG morphine in SNL rats""",-1.0,-1.0,-1.0,-1.0
"""After 2 months, 19 patients (47.5%) were pain-free, 14 patients (35%) had more than 50% pain-relief, and 7 patients (17.5%) had no relief""",0.0,0.0,0.0,0.0
"""BACKGROUND: Totally implantable access port (TIAP) is a subcutaneously implanted, long-term infusion device that is widely used in oncology patients""",0.0,0.0,0.0,0.0
"""D.'s timing in taking his supportive medications was inconsistent, and his explanations of this timing were not exact""",0.0,0.0,0.0,0.0
OBJECTIVE: The aim of the study was to test the hypothesis that administration of midazolam associated with lidocaine versus lidocaine alone in patients with LAT adds to respiratory side effects,0.0,1.0,1.0,1.0
L-NAME reduced the arrhythmia dose of tetracaine more than the arrhythmia dose of lidocaine (28 of 14 = 2.0 fold and 136 of 102 = 1.3-fold),0.0,1.0,0.0,0.0
"""METHODS: Seventy-four patients were randomized into three groups before ESWL group A (n = 23) received 10 mg morphine sulfate (MS), group B (n = 25) 60 mg ketorolac tromethamine (KT), and group C (n = 26) topical 2.5% lidocaine/prilocaine gel (Emla)""",0.0,0.0,0.0,0.0
PURPOSE: To characterize clinical profile of pediatric local anesthetic (LA) systemic toxicity (LAST) and to identify determinants of life-threatening outcomes,1.0,1.0,1.0,1.0
The objective of this study is to evaluate the effectiveness of a soft mist spray device for airway anaesthesia during awake (video-) laryngoscopy,0.0,0.0,0.0,0.0
"""AIM: To compare pain responses of children during local anaesthetic infiltration at bilateral buccal sites prepared with topical application of EMLA 5% cream, benzocaine 18% gel or lignocaine 5% ointment and also to find out the rapidity of onset of action of these agents""",0.0,0.0,0.0,0.0
Patients were allocated randomly to a control group or three treatment groups to receive lignocaine 1.5 mg kg-1 i.v,0.0,0.0,0.0,0.0
"""Although the cumulative drug release was similar to the compendial method in most cases, notable differences became apparent in the corresponding concentration profiles of all APIs""",0.0,0.0,0.0,0.0
"""The incidence rates of injection pain of L + P group, K group, K + P group and M group were significantly lower than that of L group (P<0.05)""",0.0,0.0,0.0,0.0
"""In addition, autophagy inhibitor 3-methyladenine (3-MA) had a protective effect similar to that of AMI, but autophagy activator rapamycin eliminated the protective effect of AMI by suppressing mTOR activation""",-1.0,-1.0,-1.0,-1.0
There were significantly fewer patients in the EMLA group who were scored as having some degree of pain (defined as PIPP score >6) in comparison with the placebo group (70% vs,0.0,0.0,0.0,0.0
The analgesic profile of epidural nalbuphine for postoperative pain relief and the impact of local anaesthetic choice upon this profile was investigated in 58 patients undergoing elective Caesarean delivery under epidural anaesthesia,0.0,0.0,0.0,0.0
Anesthesia providers should consider a pre-treatment dose of one of the medications described in this umbrella review as a means to reduce myoclonus and the untoward effects of that condition.,1.0,1.0,0.0,1.0
"""In conclusion, we show that QX-OH/LB is a safe and long-lasting anesthetic than liposome bupivacaine in the post-TKA pain management in murine models.""",-1.0,-1.0,-1.0,-1.0
"""Factors proposed to contribute to this problem are: 1) the preservative disodium ethylenediaminetetraacetic acid (EDTA), 2) large volumes of chloroprocaine, 3) low pH of chloroprocaine, and 4) local infiltration with chloroprocaine""",-1.0,0.0,0.0,0.0
"""Bilateral microinjection of the anaesthetic, lignocaine, into the PVN abolished the CSAR without significant effects on the baseline RSNA and MAP, while l-glutamate, which excites the neurons in the PVN, enhanced the CSAR and increased the baseline RSNA and MAP""",-1.0,-1.0,-1.0,-1.0
"""METHODS: We performed a retrospective study involving adults admitted to an academic level I trauma center from June 1, 2011 to June 1, 2016 with consults to the pain service for acute rib fracture pain""",0.0,0.0,0.0,0.0
"""Two hundred and seventy-eight patients scheduled for all types of surgery and premedicated with diazepam and metoclopramide were randomly allocated to one of four groups to compare the relative pain of an injection of 0.25 ml of lignocaine 1% via a 25 gauge needle with the pain of the siting of a 21 gauge Butterfly (Abbott), 23 gauge Butterfly or a 20 gauge Venflon (Vigo Spectramed)""",0.0,0.0,0.0,0.0
"""CONCLUSIONS: Lidocaine-associated cardiac events were rare in our cohort, especially since the introduction of new reduced-dose regimens""",1.0,1.0,1.0,1.0
"""Patients reported lower dysuria scores at all time points in the lidocaine group, however, none reached statistical significance""",0.0,1.0,1.0,0.0
"""During Phase 2, following infusion of lidocaine (6 mg kg(-1)), no clinically relevant effects on HR or MAP were detected in any animal""",-1.0,-1.0,-1.0,-1.0
Patients in the control group received an equal volume of saline as placebo administered at the same rate,0.0,0.0,0.0,0.0
"""In the first study, 100 patients received a placebo of either 0.5, 1.0, 1.5, or 2.0 mg/kg lidocaine intravenously 1 min before tracheal intubation""",0.0,0.0,0.0,0.0
"""The procedures were completed in 10 minutes, and a visual pain scale was administered to the patients to question the pain severity""",0.0,0.0,0.0,0.0
METHODS: The study included 200 patients who underwent anterior rhinoscopy and TFL examination as a part of routine otolaryngological evaluation in our outpatient clinics,0.0,0.0,0.0,0.0
Relevant baseline characteristics and the Wong-Baker FACES pain scores (where 0 is for no pain and 5 for worst pain) were compared,0.0,0.0,0.0,0.0
The time and amount of postoperative oral analgesics in the first 9 hours after the block were recorded,0.0,0.0,0.0,0.0
"""The patients underwent general anesthesia with 2 Î¼g/kg fentanyl, 0.03 mg/kg midazolam, 0.5 mg/kg atracurium and 5-6 mg/kg thiopental""",0.0,0.0,0.0,0.0
"""With dexmedetomidine priming, the contents of excitatory amino acids (Asp, Glu) were much reduced at occurrence time of convulsion comparing with that without dexmedetomidine priming, while content of inhibitory amino acids Gly was much enhanced.The application of dexmedetomidine before local anesthetics can improve intoxication dose threshold of the lidocaine, delay occurrence of the convulsion, and helped for the recovery of convulsion induced by lidocaine""",-1.0,1.0,0.0,0.0
Rapid diagnosis and treatment is necessary to achieve early resolution and avoid significant patient morbidity,1.0,1.0,0.0,0.0
"""All patients were given a series of visual analog scales to record their pretreatment pain and post-treatment pain at 5, 10, and 15 minutes and then at 1-hour increments during waking hours for the next 48 hours""",0.0,0.0,0.0,0.0
"""Group A had a statistically significant reduction in their postoperative pain score at discharge when compared to Group B (3.13+/-1.68 and 4.8+/-1.42, respectively, p value=0.0067)""",0.0,0.0,0.0,0.0
We report here a case of pilsicainide intoxication presenting as left ventricular dyssynchrony in a patient who had been treated on hemodialysis,1.0,1.0,1.0,1.0
"""These data suggest that, when combined with intrathecal bupivacaine 2.5 mg, fentanyl 15 micrograms provides satisfactory analgesia to all parturients""",-1.0,0.0,0.0,-1.0
Dural puncture by a 27 gauge pencil-point needle inserted 'needle through needle' when instituting combined spinal-epidural analgesia induces more iatrogenic responses than a 27 gauge cutting-edge needle.,1.0,1.0,0.0,1.0
"""METHODS: This was a randomized, controlled, prospective trial performed in a university hospital emergency department""",0.0,0.0,0.0,0.0
The proportion of patients with a maximum HR exceeding 90 beats/min was significantly higher in the placebo group (8 of 15 patients) than in both esmolol groups (E1 2 of 15 E2 2 of 15) (p < 0.05),0.0,1.0,0.0,0.0
"""Interestingly, cell viability was decreased by lidocaine in a dose-dependent manner similarly in both ages""",-1.0,-1.0,1.0,-1.0
Intravenous lignocaine administered to obtund extubation responses can itself manifest in toxic reactions depending on the preexisting clinical and physiological state of the patients,1.0,1.0,1.0,1.0
"""ANIMALS: Six healthy university- and client-owned horses with normal physical examination and serum amyloid A, and no history of respiratory disease within 6 months""",0.0,-1.0,-1.0,-1.0
METHODS: This retrospective observational cohort study analyzed electronically stored data of patients with ACNES having a history of bariatric surgery,0.0,0.0,0.0,0.0
"""Because of many factors, including poor vascularity of subcutaneous fat, vasoconstrictive effect of epinephrine, and aspiration of a portion of the lidocaine, blood levels of lidocaine in the patients never exceeded 1.0 microgram%""",0.0,0.0,0.0,0.0
All patients were infiltrated intradermally with 0.5Â ml of 0.5% ropivacaine as test dose to rule out any allergic reaction,0.0,1.0,0.0,0.0
"""There are several common OTC local anesthetics, including benzocaine, lidocaine, and dibucaine, which are readily available to patients in several formulations""",0.0,0.0,0.0,0.0
Symptoms were moderate to severe in only 1 patient (1.1%) in the ertapenem group and 3 patients (10.0%) in the ceftriaxone group,1.0,1.0,0.0,1.0
Treatment with anticholinesterase inhibitors may alter the clinical effects of larkspur poisoning in cattle.,-1.0,-1.0,-1.0,-1.0
We noticed significant improvements in blue color and thickness on the basis of investigator scores from clinical photographs taken before and after treatment,0.0,-1.0,0.0,0.0
"""Conclusions A patient age of >61 years, high body weight, BMI of <20 kg/m2, and insertion without lidocaine gel could significantly increase the risk of failed first-attempt Supreme LMA insertion.""",0.0,0.0,0.0,0.0
Chronic pain was assessed 3 to 6 months after breast surgery in 51 patients of the lidocaine group and 46 patients of the control group,0.0,0.0,0.0,0.0
