SENTENCE,R1,R2,R3,LABEL
"""To elucidate whether the pharmacokinetics (PK) and pharmacodynamics (PD) of sildenafil are influenced differently when it is coadministered with bosentan (S+B) or with ambrisentan (S+A), we evaluated the PK and PD profiles of sildenafil before and after 4-5 weeks of S+A or S+B treatment in patients with pulmonary arterial hypertension""",-1.0,-1.0,-1.0,-1.0
We evaluated whether sildenafil can attenuate cisplatin-induced nephrotoxicity in a rat experimental model,-1.0,-1.0,-1.0,-1.0
Exposure to â‰¥1.0Â Î¼g/L of ibuprofen affected only P.Â miliaris gametes and fertilisation success of A.Â marina,-1.0,-1.0,0.0,-1.0
"""RESULTS: After randomization, four patients (7.3%) in group C withdraw their consent because of severe symptoms and two patients (3.6%) in group S discontinued treatment because of headache and dizziness""",1.0,1.0,1.0,1.0
"""In addition, compared with placebo, a significantly larger proportion of sildenafil patients reported improved erections and improved ability to have sexual intercourse""",0.0,0.0,0.0,0.0
Phosphodiesterase type-5 inhibitors (PDE5-Is) have been recommended as first line therapy for erectile dysfunction for patients received nerve-sparing radical prostatectomy for prostate cancer,0.0,0.0,0.0,0.0
"""Of the 50 patients who began taking sildenafil less than 9 months after surgery and who had not recovered natural sexual function, none reported erections adequate for intercourse using sildenafil""",0.0,0.0,0.0,0.0
BACKGROUND: The present meta-analysis was conducted with the aim of comparing the usefulness of sildenafil for the management of pulmonary hypertension (PH),0.0,0.0,0.0,0.0
We tested whether it reduces emergency operative births for fetal compromise and improves fetal or uteroplacental perfusion in labor in a phase 2 double-blind randomized controlled trial,0.0,0.0,0.0,0.0
The improved erectile function with sildenafil after surgical castration cannot be explained by reduced apoptosis in erectile tissue.,0.0,-1.0,0.0,0.0
"""METHODS: PubMed/Medline, SCOPUS, Cochrane Central Register of Controlled Trials, and Web of Science were searched from the inception of publication to January 2021""",0.0,0.0,0.0,0.0
"""Furthermore, a quantitative analysis of the relaxation data has been performed to describe in detail the relaxation properties of the original and falsified products.""",-1.0,-1.0,-1.0,-1.0
"""A randomized controlled trial of blocking NF-ÎºB and cytokine formation using glutathione precursors (N-acetyl-cysteine [NAC] and alpha lipoic acid) and PO/IV glutathione with associated anti-viral effects should be performed, along with an evaluation of Nrf2 activators (curcumin, sulforaphane glucosinolate) which have been scientifically proven to lower inflammation""",-1.0,-1.0,-1.0,-1.0
A numerical increase in the Sexual Self-Confidence Domain was observed when taking tadalafil versus sildenafil (tadalafil = 2.76 vs sildenafil = 2.72 P = 0.102),-1.0,0.0,0.0,0.0
"""OBJECTIVE: To evaluate the efficacy, safety and tolerability of oral sildenafil in women with female sexual arousal disorder as a result of SCI (paraplegia/tetraplegia)""",1.0,1.0,0.0,1.0
Outcomes of interest included New York Heart Association (NYHA) functional class after 6 months of therapy and adverse effects attributable to sildenafil,1.0,1.0,1.0,1.0
"""In addition, the characteristics of the quality of life in Japanese hemodialysis patients who desired sildenafil were assessed using the kidney disease quality of life (KDQOL)""",0.0,0.0,0.0,0.0
"""In recent years, investigations of the role of sildenafil in cardioprotection in animal models have received considerable interest""",-1.0,-1.0,0.0,-1.0
"""In patients with hypertension who were taking amlodipine therapy, sildenafil produced additive, but not synergistic, reductions in blood pressure""",0.0,1.0,1.0,1.0
OBJECTIVES: We evaluated the response of sildenafil citrate in patients with prostate cancer treated with three-dimensional conformal radiation therapy (3DCRT) whose sexual function (SF) was known prior to therapy initiation,0.0,0.0,0.0,0.0
"""However, its use has been associated with serious adverse events including myocardial infarctions and strokes, and 130 verifiable plus 112 unverified deaths reported to the US Food and Drug Administration during the 8 months after sildenafil was introduced in the US, and 522 reported deaths during the 13.5 months after its introduction""",1.0,1.0,1.0,1.0
"""An in-depth investigation into its mechanistic aspect revealed that development of HCC induced by aflatoxin B1, decreased the mRNA expression and activity of antioxidant enzyme SOD, GPx, catalase, GR and GST, and GSH content with a concomitant increase in the level of lipid peroxidation""",-1.0,-1.0,-1.0,-1.0
"""Four of the other 12 patients (0.9%) responded to sildanefil citrate + trimix, and 2 (0.4%) agreed to a penile prosthesis""",-1.0,-1.0,-1.0,-1.0
"""CONCLUSIONS: In this trial of men with ED and BPH-associated LUTS, sildenafil treatment for ED was efficacious, effective and generally well tolerated.""",1.0,1.0,1.0,1.0
MATERIALS AND METHODS: Enrolled in this study were 80 consecutive potent men 19 to 47 years old (mean age 34) with premature ejaculation but without any obvious organic cause,0.0,0.0,0.0,0.0
"""Adverse effects reported at a rate of >2% were headache, flushing, dyspepsia, nasal congestion, urinary tract infection, abnormal vision, diarrhea, dizziness, and rash""",1.0,1.0,1.0,1.0
"""RESULTS: At 4 months, significant improvements in NYHA functional class and haemodynamics were observed with stabilization at 1 year""",0.0,0.0,0.0,0.0
The majority reported that they had had no opportunity or desire for sexual intercourse or that their partners had shown no sexual interest,-1.0,0.0,0.0,0.0
"""Chronic treatment with PDE5 inhibition significantly decreased pulmonary capillary wedge pressure (from 21 to 14 and 14 mmHg), mean pulmonary artery pressure (PAP from 34.8 to 23 and 24 mmHg), and pulmonary vascular resistance (PVR from 360 to 270 and 266 dyne/s/cm(5)) compared with placebo (P < 0.01 for each comparison)""",0.0,0.0,0.0,0.0
"""Since blood pressure was 50/17 mmHg despite the return to sinus rhythm, blood pressure was maintained by dopamine for twelve hours after sinus rhythm returned""",0.0,0.0,0.0,0.0
"""All patients received intramuscular injections of testosterone cypionate (250 mg 4 weekly) for 6 months and 50-100 mg of sildenafil orally, one to two times per week""",0.0,-1.0,0.0,-1.0
" one to two times per week""",,,,0.0
Recent anecdotal evidence suggests that it is becoming increasingly popular among ecstasy users to attempt to negate certain side-effects or enhance the drug experience through the concomitant use of pharmaceutical drugs or supplements,-1.0,0.0,0.0,-1.0
"""On separate occasions, visual-evoked potential (VEP) measurements (latency (P100) and maximal amplitude) were performed""",0.0,0.0,0.0,0.0
The adverse events in this study were predominantly mild or moderate and did not cause discontinuation of treatment,1.0,1.0,1.0,1.0
"""Then, the patients underwent an open-label, dose-escalation, crossover trial with single oral doses of tadalafil or sildenafil""",0.0,0.0,0.0,0.0
The patients were evaluated for subjective improvement in an office setting and completed the Sexual Health Inventory for Men questionnaire as an objective assessment of improved erectile ability,0.0,0.0,0.0,0.0
CONCLUSIONS: The response to sildenafil appears to be dependent upon the interval between RRP and the start of sildenafil,0.0,0.0,0.0,0.0
"""The aim of our study is to evaluate the available evidence on the efficacy of PDE5Is, including new formulations and penile rehabilitation post-pelvic surgery""",0.0,0.0,-1.0,0.0
"""These results show that sildenafil significantly improved AAV transduction, suppressed the levels of anti-AAV9 IgG, and enhanced the efficacy of gene therapy.""",0.0,-1.0,-1.0,-1.0
AIM: We evaluated the efficacy and safety of sildenafil citrate in men with ED taking antihypertensive agents,1.0,1.0,1.0,1.0
MAIN OUTCOME MEASURES: The measures of erectile function were the International Index of Erectile Function (IIEF) and the Erectile Function Domain (EFD),0.0,0.0,0.0,0.0
"""Anthracyclines, chemotherapeutic drugs commonly used to treat children with cancer, are known to be cardiotoxic, but the mechanism by which they induce cardiac damage is still not fully understood""",1.0,1.0,0.0,1.0
"""In both populations, sildenafil also caused a significant increase in the proportion of acrosome-reacted sperm-22.1% compared with 11.8% in the control group of the good quality fraction and 16.6% compared with 9.4% in the control group of the poorer quality fraction""",0.0,0.0,0.0,0.0
The current data suggest that high tidal volumes with high plateau pressures are deleterious and a strategy of ventilation with lower tidal volumes and lower plateau pressure is associated with lower mortality,0.0,0.0,0.0,0.0
"""Eight studies demonstrated a possible benefit from treatment for FSD in patients receiving sildenafil, regardless of dose, while 4 trials did not show any significant differences with treatment""",0.0,0.0,0.0,0.0
This work is the first to design and assess sildenafil-loaded bilosomes for topical local treatment of erectile dysfunction,0.0,-1.0,-1.0,
This work is the first to design and assess sildenafil for treatment of erectile dysfunction,,,,0.0
We queried primary care physicians in major urban centers in Canada and the United States with the aim of understanding their attitudes towards cognitive enhancement,-1.0,0.0,0.0,0.0
"""Accordingly, prophylactic treatment with continuous delivery of L-arginine using osmotic pumps also did not improve survival""",0.0,-1.0,-1.0,0.0
We hypothesized that the improvement of the sexual dysfunction would enhance the quality of life of individuals with systolic heart failure,0.0,0.0,0.0,0.0
Autopsy revealed severe coronary artery sclerosis as well as signs of previous myocardial infarctions,1.0,0.0,1.0,0.0
Autopsy revealed severe coronary artery sclerosis as well as signs of previous myocardial infarctions possibly induced by sildenafil,,,,1.0
"""In addition, toxicity aspects of plain and loaded SLNs on A549 cells were studied with respect to concentration""",-1.0,-1.0,-1.0,-1.0
METHODS: The bioequivalence study of sildenafil ODT given with and without water versus marketed sildenafil citrate film-coated oral tablets was conducted in 36 subjects,0.0,-1.0,-1.0,0.0
Aerosolized iloprost resulted in a more pronounced decrease in mean pulmonary arterial pressure (PAP) than sildenafil alone (9.4+/-1.3 versus 6.4+/-1.1 mm Hg P<0.05),0.0,-1.0,0.0,0.0
A group of diverse conditions manifest pulmonary arterial hypertension (PAH) and share similar pathological and/or clinical findings with IPAH,1.0,0.0,0.0,0.0
OBJECTIVES: To determine the efficacy of sildenafil citrate (Viagra) in patients with erectile dysfunction after three-dimensional conformal external beam radiotherapy for prostate cancer,0.0,0.0,0.0,0.0
"""The term of therapy was between 6 weeks and 6 months, for both the sildenafil group (5-200 mg, n=4819) as well as the placebo group (n=3296)""",0.0,0.0,0.0,0.0
This study provides new insights into the therapeutic utility of targeting defects in NO-cGMP signalling with PDE5 inhibitors in dystrophin-deficient muscle.,-1.0,-1.0,-1.0,-1.0
Duchenne muscular dystrophy (DMD) is the most common form of muscular dystrophy caused by mutations in the dystrophin gene,0.0,0.0,-1.0,0.0
Sublingual use of sildenafil may be more cost-effective and possibly provides a more predictable onset of action.,0.0,-1.0,0.0,0.0
"""Although cranial radiotherapy is the mainstay in metastatic tumors management, its efficacy is limited owing to the associated neuropsychiatric disorders""",0.0,0.0,0.0,0.0
Our data suggest that the regular use of sildenafil (50 mg) improves the blood flow in cavernous arteries increasing sexual performance in patients with ED of vascular origin.,0.0,0.0,0.0,0.0
"""Therefore, we examined the effects of sildenafil on oxidative stress, reductions of NO and endothelial dysfunction in Pb-induced hypertension""",0.0,-1.0,-1.0,-1.0
Non-inferiority of vardenafil over sildenafil was achieved for overall preference (vardenafil 38.9% sildenafil 34.5% and no preference 26.6%),0.0,0.0,0.0,0.0
"""These treatment alternatives include the phosphodiesterase type 5 inhibitors sildenafil, vardenafil, and tadalafil, as well as other oral medications, such as alpha-adrenoceptor antagonists and topical vasoactive or testosterone therapy.""",0.0,0.0,0.0,0.0
"""Both treatment groups, V7 [42 (12)%] and V28 [49 (13)%] showed statistically significant improvements over their corresponding control groups: O7 [36 (6)%] and O28 [37 (9)%] (P < 0.05)""",0.0,0.0,0.0,0.0
"""The frequency of sexual fantasies and of sexual intercourse, and enjoyment, improved in the women treated with sildenafil (P < 0.05)""",0.0,0.0,0.0,0.0
"""RESULTS: Of 40 eligible consecutive patients undergoing RPN between 9/2013 and 12/2014, 30 (75%) were randomized to treatment and there was 100% participation and retention""",0.0,0.0,0.0,0.0
"""This is the first known case of fatal intoxication by desmethyl carbodenafil, a phosphodiesterase-5 inhibitor that is not approved for use in the United States""",1.0,1.0,1.0,1.0
