SENTENCE,R1,R2,R3,LABEL
"""In heparin-neutralized plasma, underlying TG patterns, and sensitivity to activated protein C were assessed using calibrated automated thrombogram""",0.0,-1.0,0.0,0.0
"""Extracorporeal life support (ECLS) devices are used for cardiac and/or pulmonary support as a bridge to recovery, decision, surgery, or transplant in patients with refractory cardio-circulatory or respiratory diseases and provide essential opportunities for organ support and patient survival""",0.0,0.0,0.0,0.0
"""At 90-days, in-hospital mortality was 50% (DTI) and 61% (UFH), adjusted hazard ratio: 0.81, 95% confidence interval (CI): 0.49-1.32""",1.0,0.0,1.0,1.0
"""A rare state of acquired hypercoagulability known as heparin-associated or heparin-induced thrombocytopenia and thrombosis (HATT, HITT) exists""",1.0,1.0,1.0,1.0
"""In this case report, we described a patient with post-traumatic cervical spinal cord injury and severe pulmonary infection who was successfully treated with heparin-free intravenous ECMO.""",0.0,1.0,0.0,0.0
"""BACKGROUND: Temporary mechanical circulatory support (tMCS) devices are used for patients with severe cardiac or respiratory failure however, these patients are at high risk for clotting and bleeding""",0.0,0.0,0.0,0.0
"""Compared with UFH, bivalirudin significantly reduced the risk of in-circuit thrombosis (OR = 0.44, 95% CI [0.31-0.61], pÂ =Â 0.000), thrombosis (OR = 0.61, 95% CI [0.45-0.83], p=Â 0.002) and hospital mortality (OR = 0.78, 95% CI [0.61-0.99], pÂ =Â 0.04) and had a positive impact on survival ECMO (OR = 1.50, 95% CI [1.04-2.16], p=Â 0.032)""",0.0,0.0,1.0,1.0
"""The patient presented with severe coagulopathy and early allograft dysfunction therefore, no systemic heparin was administered and no thrombotic events occurred""",0.0,0.0,0.0,0.0
Veno-venous extracorporeal membrane oxygenation (V-V ECMO) is used to rescue patients with severe ARDS,0.0,0.0,0.0,0.0
"""METHODS: PubMed, MEDLINE, the Cochrane Library, and Web of Science were screened for original articles""",0.0,0.0,0.0,0.0
Optimal anticoagulation monitoring in patients with extracorporeal membrane oxygenation (ECMO) is fundamental to avoid hemorrhagic and thromboembolic complications,1.0,1.0,1.0,1.0
"""METHODS: This single-center, retrospective study reviewed 28 neonatal and pediatric patients supported on ECMO at a tertiary care hospital between April 1, 2013, and October 31, 2014, who received at least 1 dose of AT during their ECMO course""",0.0,0.0,0.0,0.0
"""CONCLUSIONS: In this case report, continuous intravenous low molecular weight heparin anticoagulation was used as a safe alternative to ECMO anticoagulation.""",1.0,0.0,1.0,1.0
"""No patient had an estimated PF4-heparin ratio between 0.7 and 1.4, which is the reported optimal range for PF4-heparin antibody formation""",0.0,0.0,0.0,0.0
"""Unfortunately, the size, incidence of coagulation complications, and the need for systematic anticoagulation for traditional ECMO devices have prevented widespread use of this lifesaving technology""",1.0,1.0,1.0,1.0
"""We reviewed our ECMO experience with regard to the diagnosis of intracranial bleeding, and gave particular attention to the technicians' written records""",1.0,0.0,1.0,1.0
"""In conclusion, implementation of a standardized anticoagulation protocol was associated with improved anticoagulation parameters and a decrease in hematologic and neurologic complications, coagulopathy, renal injury, and blood product administration""",1.0,1.0,1.0,1.0
"""We hypothesized that surface coating and the """"closed-loop"""" design allow the MiECC to safely run with lower ACT levels and that an ACT level of 300â€‰seconds can be safely applied without thromboembolic complications""",1.0,1.0,1.0,1.0
"""D-dimer has been used to predict oxygenator failure, but it is a parameter used a few days before oxygenator exchange""",0.0,-1.0,0.0,0.0
The use of percutaneous ventricular assist devices (VADs) in the acute management of cardiogenic shock is becoming increasingly common,0.0,0.0,0.0,0.0
"""Here, we present two pediatric cases where bivalirudin was used during acute hemodialysis, followed by a short summary of recent literature.""",0.0,0.0,0.0,0.0
"""A substantial increase in the pressure across the ECMO oxygenator was identified, and the diagnosis of type II heparin-induced thrombocytopenia was suspected and confirmed""",1.0,1.0,1.0,1.0
"""When high-dose UFH is inadequate to maintain an anticoagulant effect, the addition of antithrombin concentrate (ATC) is considered""",0.0,0.0,0.0,0.0
"""METHODS: This retrospective observational study included severe COVID-19 patients requiring mechanical ventilation in a tertiary emergency critical care hospital intensive care unit (ICU) in Japan from May 1, 2020 to September 30, 2021""",0.0,0.0,0.0,0.0
"""This is a nonmethodological review of English-language reports of therapeutic plasma exchange performed in patients supported by extracorporeal membrane oxygenation, both pediatric and adult, searching six databases, MEDLINE, Clinical Key, GOOGLE SCHOLAR, CINAHL, Cochrane library, and EMBASE.""",0.0,0.0,0.0,0.0
RESULTS: Five hundred and eighty-four sets of anticoagulation tests and 343 TEG from 100 patients with median age of 26â€‰days were reviewed,-1.0,0.0,0.0,0.0
CONCLUSION AND RELEVANCE: Anti-Xa monitoring was associated with a lower hazard of bleeding during tMCS compared to an ACT-based protocol,1.0,1.0,1.0,1.0
"""METHODS: Using the PRISMA guidelines, we systematically searched the Scopus and PubMed databases up to October 2022""",0.0,0.0,0.0,0.0
